,title,price,address,township,car_boxes,rooms,bathroms,squareM,description
535,centrico departamento en renta,8000.0,"popular rastro, venustiano carranza",venustiano carranza,0.0,2.0,1.0,71.0, departamento cercano al centro de la ciudad con vialidades como canal del norte congreso de la union rio consulado muy cerca de calz de guadalupe y el inicio de paseo de la reforma departamento dentro de un conjunto que cuenta con seguridad las 24 horas y video vigilancia a 2 cuadras del deportivo plutarco elias calles y tambien a 2 cuadras de tienda de autoservicio muy buenos acabados y en excelente estado de conservacion easybroker id eb il3935 
537,amplio departamento excelente ubicacion,10000.0,"mexico, 08200, iztacalco, sur 73 viaducto piedad, iztacalco",iztacalco,1.0,2.0,1.0,90.0, departamento recien remodealdo dos recamaras cada una con closet de madera piso a techo cocina integral equipada con estufa y campana doble tarja e instalacion para lavadora y secadora amplia estancia y un baño uno con tina ya incluye mantenimiento consumo de gas y agua del departamento y luz de areas de los pasillos aseo del edificio asi como un cajon de estacionamiento con puerta automatica se ubica a dos cuadras de la estacion andres molina enriquez del metrobus y a ocho minutos caminando del metro viaducto no se aceptan mascotas para citas comunicarse con roberto cintron requisitos fiador copia completa de escritura incluyendo registro publico de la propiedad pago del ultimo predial e identificacion comprobantes de ingresos de nomina copias de los recibos de los ultimos 3 meses y copias de identificaciones oficiales no se aceptan mascotas comunicarse a mi telefono por favor 
538,"alvaro obregon, tetelpan, calza desierto de los leones",19000.0,"tetelpan, alvaro obregon",alvaro obregon,2.0,3.0,2.0,150.0, excelente departamento casi nuvo 150m2 en el medjor desarrolo de la zona areas verdes preciosa vista jaradin area con juegos infantiles gimanasio salon de fiestas ludoteca excelente vigilancia 2 autos estacionamiento para visitas renta incluye mantenimiento de 3 000 5543243346 
539,renta loft   servicios y amenidades incluidas.del valle norte,16100.0,"san francisco 345.del valle del valle, benito juarez",benito juarez,0.0,1.0,1.0,30.0, disfruta de vivir en la del valle a dos cuadras de av insurgentes y del wtc depeartamento de 2 recamaras 1 baño cocina equipada y todos los servicios incluidos no te preocupes por los servicios se incluye todo hasta wifi de alta velocidad y cable lo quieres amueblado o sin amublar tu escoges de que puedes disfrutar tech gym con tecnologia peloton areas de coworking sala de cine con pantalla de 70 pulgadas y sonido revolvente rooftop para invitar a tus amigos o trabajar al aire libre estacionamiento de bicis y scooters servicio de concierge y mantenimiento todos los dias acceso digital a tu hogar pet zone lavadoras y secadoras renta sin fiador ni poliza juridica 
540,excelente departamento en renta ,15000.0,"concepcion bestegui 2024 narvarte, benito juarez",benito juarez,1.0,2.0,2.0,95.0, citas y mas informacion excelente ubicacion renta de dos preciosos departamento 90 metros habitables 2 recamaras recamara principal super amplia espacio para cama king size con buros baño completo closet acceso balcon a la sala comedor segunda recamara con closet comparte baño con visitas sala comedor muy amplio e iluminada con acceso a balcon cocina integral equipada muy amplia iluminada y ventilda area de lavado con muy buen espacio 1 lugar de estacionamiento independiente no se estorba acceso automatizado c c t v poliza juridica con un costo de 3 800 00 requisitos aval aval con bien raiz en la cdmx boleta predial requisitos inquilino comprobantes de ingresos de los dos ultimos meses ine solicitud de arrendamiento 
541,departamento en renta tipo mini loft para una persona en heroes de churubusco,6200.0,"sur 109 430 heroes de churubusco, iztapalapa",iztapalapa,0.0,1.0,1.0,25.0, departamento tipo mini loft para una sola persona en primer piso muy cerca del centro comercial portal churubusco la viga rio churubusco ermita iztapalapa cerca de diversos comercios a media cuadra encontramos un parque para realizar ejercicio o simplemente caminar diversos y accesibles sistemas de transporte descripcion departamento tipo mini loft en un mismo espacio se encuentra el area para poner cama matrimonial o individual cuenta con un escritorio cocineta integral con dos hornillas de gas area para refrigerador closet baño completo de buen tamaño area de regadera con canceleria de cristal templado mueble con lavabo espejo accesorios y w c areas comunes area de lavado con lavadora amenidades terraza tipo roof garden con cocineta y medio baño area de convivencia con sillones televisor y mesa periquera con sillas para comer o trabajar servicios incluidos en la renta agua gas luz requisitos de renta 1 un mes de renta 2 un mes de deposito 3 aval con bien inmueble en la cdmx libre de gravamen o la contratacion de una fianza de arrendamiento o prenda en garantia de la factura de automovil 
542,rento lindo departamento amueblado en alfonso trece ,17000.0,"alonso cano 8 alfonso xiii, alvaro obregon",alvaro obregon,1.0,2.0,2.0,82.0, ubicadisimo departamento en primer piso con elevador dos recamaras la principal con baño integrado y balcon otro baño completo que se comparte con visitas estancia muy iluminada con balcon cocina abierta con barra y area de lavado un estacionamiento a pasos de periferico y wallmart plateros y unas cuadras de universidad panamericana totalmente amueblado y con linea blanca vigilancia 24 hrs requisitos deposito renta adelantada aval con bien raiz pago poliza juridica cuota de mantenimiento 1 500 00 
544,renta de  depto. de 3 recamaras con roof garden privado en granjas mexico,11000.0,"granjas mexico, iztacalco",iztacalco,1.0,3.0,2.0,70.0, si quieres un depa amplio exterior iluminado super bien ubicado y con un amplio roof garden privado este es tu depa cuenta con 3 recamaras una de ellas con un lindo balcon tiene 2 baños completos un lugar de estacionamiento fijo ubicado en 4 piso tiene elevador vigilancia las 24 hrs acceso controlado cocina equipada y amplia mantenimiento de 1150 no incluido en la renta i n d i s p e n s a b l e contar con aval con bien inmueble libre de gravamen 
545,la viga y churubusco. departamento en renta,8500.0,"cerrada cuauhtemoc 12 magdalena atlazolpa, iztapalapa",cuauhtemoc,1.0,3.0,1.0,66.0, calle cerrada cuauhtemoc no 12 colonia magdalena atlazolpa delegacion iztapalapa ciudad de mexico c p 09410 a unas calles de metro aculco vigilancia 24 7 area construida 66 m2 departamento exterior ubicado en 4o piso espacios estacionamiento para 1 auto sala comedor baño cocina integral con barra desayunador patio de servicio 3 recamaras requisitos fiador con bien raiz en cdmx identificacion oficial del fiador identificacion oficial del solicitante comprobacion de ingresos poliza de arrendamiento ubicacion 
546,rento hermoso departamento nuevo en san jeronimo,15500.0,"san bernabe san jeronimo lidice, la magdalena contreras",magdalena contreras,2.0,2.0,2.0,90.0, padrisimo departamento en calle de san bernabe colonia san jeronimo cuenta con 90 m2 2 recamaras 2 baños completos 2 cajones de estacionamiento una estancia amplia y cocina equipada con muy bonitos acabados 
547,departamento en renta en av centenario,11000.0,"av centenario 1209 heron proal, alvaro obregon",alvaro obregon,1.0,2.0,1.0,65.0, departamento en renta en alvaro obregon excelente departamento muy bien iluminado listo para estrenar a 5 min de la nueva plaza portal centenario el departamento se encuentra dentro de un residencial con seguridad las 24 7 que cuenta con juegos infantiles y areas para caminar ubicado en un 2do piso sin elevador distribuido en 2 amplias recamaras 1 baño cocina area de lavado y sala comedor 65m2 habitables y 65m2 de area libre y exclusiva del departamento como roof garden 1 lugar de estacionamiento amplio e independiente con transporte publico a barranca del muerto mixcoac tacubaya y santa fe agenda tu cita de lunes a domingo de 10 00 am a 6 00pm ya no tienes que adaptarte a un hogar nosotros nos adaptamos a ti 
548,departamento en renta cerca de la universidad de londres,13500.0,"doctores, cuauhtemoc",cuauhtemoc,1.0,2.0,2.0,65.0, a unos pasos de la universidad de londres campus vertiz del monumento a lazaro cardenas cerca de los tribunales cerca de la secretaria del trabajo y prevision social en fin con excelente ubicacion encontraras este departamento interior muy iluminado con luz natural en todos sus ambientes cuenta con dos recamaras dos baños completos con cancel de vidrio templado area de lavado ubicada discretamente en el departamento la cocina es integral con piso de ceramica y aunque es abierta la forma en que esta colocada le da cierta privacidad tiene un lugar de estacionamiento con eleva auto el edificio cuenta con vigilancia 24 horas tiene una terraza comun y salon de usos multiples listo para que lo hagas tu hogar cuenta con persianas mantenimiento de 840 que ya esta incluido easybroker id eb dx7580 
549,"renta de departamento amueblado en colonia roma norte, cdmx",17000.0,"roma norte, cuauhtemoc",cuauhtemoc,1.0,3.0,1.0,70.0, ref nex 59533 vive en la zona mas trendy de la ciudad de mexico con tus roomies amigos o con tu pareja departamento muy bien distribuido e iluminado super bien ubicado en calle puebla atras de la universidad de las americas en un edificio tranquilo de solo 8 departamentos se ubica en un cuarto piso y cuenta con elevador consta de 3 recamaras dos de ellas con closets muy amplios y la tercer recamara se puede adaptar algun mueble armario o bien se puede dejar como estudio o sala de tv tiene cocina 1 baño y estancia para sala comedor puedes transportarte muy rapido a cualquier parte ya que esta muy cerca del metro insurgentes y cuauhtemoc y del metrobus jardin pushkin caminando tienes toda la zona comercial y cultural de la gloriosa colonia roma norte llena de espacios gastronomicos muy interesantes y lindisimos lugares para descubrir caminando en neximo somos asesores profesionales en bienes raices especialistas en hacer que tu experiencia de inversion patrimonial venta renta o compra sea confiable rentable y facil de hacer realidad contactenos conoce todos los detalles y agenda una cita para ver personalmente todo lo que la propiedad tiene para ofrecerte si necesitas un credito hipotecario comentanos y te daremos asesoria 100 gratuita y sin compromiso precio y disponibilidad sujeto a cambio sin previo aviso neximoinmobiliariadigital 
550,"departamento en venta en cuajimalpa. residencial 2 puertas, cerca de santa fe",25000.0,"cuajimalpa, cuajimalpa de morelos",cuajimalpa,2.0,3.0,3.0,177.0, excelente departamento en venta zona residencial a uno minutos de santa fe tres recamaras tres y medio baños dos lugares de estacionamiento estacionamiento para visitantes cuarto de servicio c baño terraza amenidades areas verdes cafeteria gym salon de juegos infantiles cuatro elevadores la renta no incluye el costo de mantenimiento mensual dos mil doscientos once pesos requisitos solicitados renta del mes que corre deposito en garantia fiador c prop libre gravamen en cdmx pago de poliza juridica easybroker id eb br9352 
551,loft en santa fe (puerta santa lucia),8500.0,"estado de hidalgo, alvaro obregon",alvaro obregon,1.0,1.0,1.0,41.0, pequeño loft en el desarrollo puerta santa lucia ubicado frente a la universidad la salle y un kilometro del tec de monterrey a 10 minutos del centro comercial santa fe y a 10 mintuos de la super autopista el desarrollo cuenta con vigilancia 24 horas gym ludoteca recepcion area de eventos y esta al lado de un soriana se encuentra en el piso 11 de la torre con una vista espectacular se renta con mobiliario como son refrigerador cocina integral horno de microondas roperos bauules base para cama matrimonial mesa con sillas cortinas enrollables requisitos una renta de lantada una renta de deposito poliza juridica fiador con bien inmueble libre de gravamen o tambien puede ser empresa easybroker id eb bg7987 
552,"departamento en renta, col cuauhtemoc",27300.0,"cuauhtemoc, cuauhtemoc",cuauhtemoc,2.0,2.0,2.0,101.0, departamento practicamente nuevo cerca de vialidades importantes como paseo de la reforma rio tiber centros comerciales escuelas con dos recamaras dos baños dos estacionamientos cuota de mantenimiento incluida en la renta llame seguro le gustara easybroker id eb eg9932 
553,departamento en renta en condesa park,25000.0,"condesa, cuauhtemoc",cuauhtemoc,2.0,3.0,2.0,105.0, if you require assistance in english please contact us at forhouse departamento en renta en el residencial condesa park localizado en una de las colonias mas atractivas de la ciudad de mexico la condesa por su ubicacion permite un facil acceso a vias de comunicacion primarias destacando el circuito interior patriotismo benjamin franklin mazatlan tamaulipas o michoacan asi como a areas importantes de la ciudad como el centro de condesa reforma polanco o roma norte rodeado de restaurantes cafeterias gimnasios universidades y una gran variedad de establecimientos de moda el complejo es moderno y muy tranquilo ofreciendo una gran calidad de vida el residencial es altamente reconocido por su estricta seguridad atenta administracion e impecable estado respecto a las amenidades se cuenta con sky deck gym salon de eventos y terraza para asados el departamento ubicado en el piso 6 cuenta con una distribucion muy bien diseñada con una estancia amplia con grandes ventanales lo que brinda excelente iluminacion natural y amplitud en la parte posterior se tiene la cocina de estilo que conecta directamente con el area de lavado la cual es de un muy buen tamaño por buen diseño arquitectonico se tiene un pasillo de distribucion hacia las recamaras lo que brinda mayor privacidad la recamara principal cuenta con baño privado y closets de gran tamaño la segunda recamara tambien muy bien amplia y con el mismo estilo de closet amplio se tiene un tercer espacio que puede funcionar como tercer recamara sin closet o un family room se tienen dos lugares de estacionamiento fijos y el mantenimiento se incluye en el precio de renta con lo cual se tiene acceso a todas las amenidades del residencial easybroker id eb jm8349 
554,muy buenos departamentos en coyoacan,13500.0,"pueblo de san pablo tepetlapa, coyoacan",coyoacan,1.0,2.0,2.0,87.0, en renta loft en pa 50 m2 ideal dos personas en la col el reloj a un lado de centro asturiano parque tlalpan centrico y ubicado a 3 min de parada registro federal tl renta mensual 9 200 00 este departamento no esta disponible el departamento con amplia terraza es nuevo y listo para habitarse y consta de 1 recamara 1 baño cocina integral completa sala o estancia terraza canalizacion entubada para internet persianas roof garden compartido con asador planta alta en azotea no amueblado el loft no tiene estacionamiento tambien tenemos en renta departamento pb 87 m2 en la col el reloj a un lado de centro asturiano parque tlalpan centrico y ubicado a 3 min de parada registro federal tl renta mensual 13 500 00 el departamento con techos altos a 3 mts ventanales es nuevo y listo para habitarse y consta de 2 recamaras con 2 closet c u 1 1 2 baños cocina integral completa sala comedor un estacionamiento porton automatizado que no se estorba con nadie patio trasero propio para usos multiples o terraza canalizacion entubada para internet persianas roof garden compartido con asador planta baja no amueblado en renta departamento piso 1 80 m2 en la col el reloj a un lado de centro asturiano parque tlalpan centrico y ubicado a 3 min de parada registro federal tl renta mensual 13 500 00 el departamento techos altos a 3 mts ventanales es nuevo y listo para habitarse y consta de 2 recamaras con 2 closets 1 1 2 baños cocina integral completa sala comedor un estacionamiento porton automatizado que no se estorba con nadie terraza canalizacion entubada para internet persianas balcon primer nivel no amueblado easybroker id eb ib1338 
555,"rento bonito departamento en urban  cuajimalpa $ 13,000.00",13000.0,"cuajimalpa, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,60.0, bonito departamento con sala comedor cocina 2 recamaras 2 baños 2 lugares de estacionamiento jardin comun salon de usos multiples easybroker id eb hm1655 
556,"departamento estilo colonial, chimalistac",19500.0,"chimalistac, alvaro obregon",alvaro obregon,1.0,1.0,1.0,60.0, departamento amueblado de estilo colonial mexicano ideal para quienes gustan de un ambiente calido y seguro rodeado de areas verdes iluminacion y ventilacion natural recamara baño completo sala con vista al jardin comedor cocina con microondas cafetera vajilla cubiertos y refrigerador television e internet area de lavado equipada con lavadora secadora 1 estacionamiento inmejorable ubicacion en la zona historica de san angel cerca de coyoacan av insurgentes sur miguel angel de quevedo y av universidad a unos pasos de parques museos plazas comerciales escuelas y mas no niños no mascotas ideal para parejas 
557,"departamento en renta en carso periferico, a un costado de walmart toreo",19500.0,"blvd manuel avila camacho 611 periodista, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,85.0, hermoso y practico departamento en renta a unos pasos de boulevard manuel avila camacho en direccion sur a norte entre las calles de lic reyes espindola y rafael alducin col periodista a 200m de sams y wal mart toreo lobby de recepcion vigilancia las 24 horas 2 elevadores por torre departamento vanguardista en piso 18 2 recamaras la principal con baño y vestidor 2 1 2 baños cocina abierta sala comedor cuarto de lavado canceles de baño en vidrio templado loseta importada 2 estacionamientos bodega de 7 5 mts antigüedad a estrenar mantenimiento 2 728 ya incluido en costo de renta amenidades alberca techada y climatizada con regaderas y sanitarios jacuzzi area de terraza y camastros salon de eventos para 160 personas con cocineta baño y equipo de sonido area de terraza gimnasio totalmente equipado climatizado salon de juegos de mesa salon de actividades multiples con aire acondicionado sala de cine para 80 personas con equipo de audio y video ludoteca sala de juntas area de juegos infantiles con terraza y jardin zona de tiendas y restaurantes en la planta baja mantenimiento incluido en costo de renta 
558,departamento en renta en lago erne ,14000.0,"lago erne pensil sur, miguel hidalgo",miguel hidalgo,1.0,2.0,2.0,60.0, excelente oportunidad de renta en miguel hidalgo inmueble ubicado a 5 minutos de la avenida principal rio san joaquin y a 10 minutos de polanco cuenta con 60m2 distribuidos en dos recamaras la principal con baño sala comedor cocina equipada area de lavado balcon y un lugar de estacionamiento el residencial cuenta con vigilancia las 24hrs del dia y control de acceso ideal para personas que buscan vivir en una zona centrica y de facil acceso inmueble pet friendly agenda tu cita de lunes a domingo de 10 00am a 6 00pm ya no tienes que adaptarte a un hogar nosotros nos adaptamos a ti 
559,arenal tepepan departamento en renta ,14500.0,"periferico sur 4863 arenal tepepan, tlalpan",tlalpan,2.0,2.0,2.0,102.0, vive comunicado en una de las zonas mas comodas del sur de la cdmx com aplitud de espacios gran iluminacion y sensacionales vistas arenal tepepan tlalpan sobre periferico sur junto a la esca tepepan en edificio de 10 niveles con elevador vigilancia 24 hrs con un circuito cerrado estacionamiento de visitas y gimnasio departamento en piso 9 interior con vista al campo del club de golf mexico de 102 m2 de superficie consta de 2 recamaras la principal con baño integrado 2 baños completos estancia con salida a balcon cocina area de lavado cuarto de servicio con baño y en sotano 2 cajones de estacionamiento fijos techados independientes el mantenimiento ya esta incluido conocelo estamos para atenderte en el encuentranos tambien en redes sociales y sitio web 
560,departamento en renta cerca de mixcoac,11900.0,"prolongacion san antonio 137 carola, alvaro obregon",alvaro obregon,1.0,2.0,1.0,57.0, departamento ubicado sobre prol san antonio cerca de periferico mixcoac av revolucion se encuentra en 2 piso cuenta con elevadores cuenta con estancia sala comedor cocina equipada area de lavado integrada al departamento con instalacion para lavadora 2 recamaras con closet la principal cuenta con balcon 1 baño completo y 1 lugar de estacionamiento el desarrollo cuenta con vigilancia 24 horas circuito cerrado de tv juegos infantiles lobby salon de usos multiples y gimnasio se aceptan mascotas la renta ya incluye mantenimiento 
561,departamento amueblado en renta ,11500.0,"el greco mixcoac, benito juarez",benito juarez,0.0,3.0,1.0,89.0, excelente departamento amueblado en renta a tan solo 5 minutos de metro mixcoac mercado mixcoac av revolucion el departamento esta en piso 1 cuenta con excelente iluminacion persianas closets en recamaras refrigerardor horno de microondas lavadora todo lo necesario para mudarte cuenta con 3 recamaras sala comedor cocina 1 baño completo con puerta de vidrio templado regadera de telefono aceptamos mascotas pequeñas no tiene lugar de estacionamiento incluye mantenimiento en la renta 
562,"  del valle tlacoquemecatl  departamento  2 recamaras ,2 baños, 1 estudio.",18500.0,"tlacoquemecatl tecojotes 178 del valle, benito juarez",benito juarez,1.0,2.0,2.0,85.0, del valle tlacoquemecatl excelente ubicacion a dos cuadras de av insurgentes del parque hundido del parque de tlacoquemecatl y el de san lorenzo todos los servicios caminado precio incluye mantenimiento dos recamaras amplias con closets la principal con baño independiente un segundo baño completo estancia comedor cocina integral y comoda despensa un lugar de estacionamiento cubierto vigilancia 24 7 video vigilancia en estacionamiento y area de azotea bodega y jaula de tendido con instalacion para lavadora y secadora un piso arriba cuarto piso no elevador aceptamos un mascota peqeña 
564,"renta de departamento en cumbres de tepetongo, tlalpan id: 55906",4800.0,"tepetongo cumbres de tepetongo, tlalpan",tlalpan,0.0,1.0,1.0,45.0, arr id hm 55906 enterate de todos los beneficios al rentar con houm no te pedimos aval asistencia e intermediacion con el propietario firma tu contrato online renta sin burocracia papeleos y mucho mas rapido departamento amueblado en renta ubicado en la col cumbres de tepetongo alcaldia tlalpan con una superficie total de 45 m2 ubicacion ideal cercano a la entrada de la carr federal mexico cuernava la cual da acceso a av insurgentes sur y viaducto tlalpan principales caracteristicas de la propiedad tipo estudio amueblado comedor espacio de cocina con parilla de 2 quemadores y frigobar cama matrimonial 1 baño closet area de lavadoras compartidas servicios incluidos agua luz gas mantenimiento señal de television e internet documentos para poder rentar con nosotros ine o pasaporte 3 ultimos comprobantes de ingresos y o recibos de nomina buro de credito 6 referencias 3 familiares y 3 no familiares en caso de ser extranjero tambien se necesita visa de residencia temporal o de visitante con permiso para realizar actividades remuneradas si vienes a trabajar en una empresa mexicana se necesita una carta laboral importante se deben demostrar ingresos de 3 veces el valor de la renta en caso de que tus ingresos no lleguen a 3 veces el valor de la renta estos pueden ser la suma de las personas que viviran en la propiedad te invitamos a agendar una visita a esta propiedad esta puede ser presencial o via streaming desde la comodidad de tu hogar comienza una nueva etapa con houm facil rapido contigo arr id hm 55906 
565,departamento en renta colonia narvarte dpto 301,11800.0,"peten narvarte, benito juarez",benito juarez,1.0,2.0,2.0,90.0, departamento 301 se renta hermoso departamento 301 peten narvarte se renta amplio departamento con ubicacion excelente a 3 minutos de xola vertiz y parque delta la zona permite acceso a bancos gimnasios centros comerciales y vias de principales de movilidad requisitos un deposito una renta un fiador con bien raiz unicamente en la cdmx y en edo de mex no se permiten mascotas por ningun motivo gastos de investigacion 600 2500 respectivamente el inmueble cuenta con camaras de seguridad iluminacion espacios amplios mantenimiento incluido cuenta con 90 m2 sala comedor cocina integral patio servicio de lavado 2 recamaras amplias con closet 2 baños completos uno de ellos en la habitacion principal 1 estacionamiento mantenimiento incluido disponibilidad inmediata no se aceptan mascotas 
566,"renta de departamento en bosques de las lomas, cuajimalpa de morelos id: 55709",37000.0,"bosque de tabachines bosques de las lomas, cuajimalpa de morelos",cuajimalpa,4.0,4.0,5.0,320.0, arr id hm 55709 enterate de todos los beneficios al rentar con houm no te pedimos aval asistencia e intermediacion con el propietario firma tu contrato online renta sin burocracia papeleos y mucho mas rapido departamento en renta ubicado en la alcaldia cuajimalpa colonia bosque de las lomas con una superficie total de 320 m2 ubicacion ideal cercana a club de golf bosques zona comercial de santa fe y el bosque de chapultepec cercano a importantes vias de comunicacion como paseo de los laureles paseo de los ahuehuetes sur y carretera mexico toluca principales caracteristicas de la propiedad 2 niveles estancia principal sala comedor cocina equipada estufa 6 quemadores horno campana tarja doble barra central y laterales de granito alacena antecomedor 4 recamaras con baño 2 recamaras con vestidor y dos con closet 4 baños completos el principal con doble lavamanos y tina de hidromasaje 1 medio baño closet de blancos cuarto de lavado y tendido bodega cuarto de servicio con baño entrada de servicio calefaccion pisos de madera porcelanato y laminados persianas y cortinas intercomunicador 4 lugares de estacionamiento piso 10 principales caracteristicas del edificio y amenidades elevador vigilancia 24 horas salon de eventos alberca areas verdes documentos para poder rentar con nosotros ine o pasaporte 3 ultimos comprobantes de ingresos y o recibos de nomina buro de credito 6 referencias 3 familiares y 3 no familiares en caso de ser extranjero tambien se necesita visa de residencia temporal o de visitante con permiso para realizar actividades remuneradas si vienes a trabajar en una empresa mexicana se necesita una carta laboral importante se deben demostrar ingresos de 3 veces el valor de la renta en caso de que tus ingresos no lleguen a 3 veces el valor de la renta estos pueden ser la suma de las personas que viviran en la propiedad te invitamos a agendar una visita a esta propiedad esta puede ser presencial o via streaming desde la comodidad de tu hogar comienza una nueva etapa con houm facil rapido contigo arr id hm 55709 
567,departamento en renta en polanco i seccion,30000.0,"homero 1 polanco, miguel hidalgo",miguel hidalgo,2.0,3.0,2.0,225.0, nocnok id mx21 lo3370 amplio departamento super iluminado ubicado en 4o piso desde entrada peatonal y 5o piso desde entrada vehicular exterior recien pintado y listo para ocupar mtto de 2 000 no incluido en renta cuenta con estancia con amplisimo balcon closet de blancos cocina integral con alacena lavavajillas y entrada de servicio 3 recamaras la principal con vestidor integrado y baño completo las otras dos con closets y comparten baño con tina area de lavado y cuarto de servicio con baño junto a cocina dos lugares de estacionamiento elevador y vigilante 24hrs ubicacion maravillosa entre ejercito nacional y periferico a unos pasos de pabellon polanco antara y plaza carso advertencia recuerda que nunca debes dar un anticipo sin validar que esta publicacion sea legitima nocnok no se hace responsable por la informacion contenida en los anuncios publicados por los usuarios a traves de su sistema nocnok com 
568,excelente departamento en renta amueblado polarea torre ginebra 1 recamara,26000.0,"mexico, 11529, miguel hidalgo, lago zurich ampliacion granada, miguel hidalgo",miguel hidalgo,1.0,1.0,1.0,56.0, excelente departamento en renta amueblado y equipado en polarea torre ginebra ampliacion granada mide 56m2 piso 8 1 recamara 1 baño closet sala comedor cocina 1 estacionamiento area de lavanderia elevador cuenta con magnificas areas comunes como gym vapor alberca salon de juegos salon de usos multiples cancha de paddel asadores areas verdes business center y proximamente alberca precio de renta incluye mantenimiento 26 000 00 
569,nuevo departamento en atlamaya art residences,35000.0,"blvd. aldolfo lopez mateos 2305 atlamaya, alvaro obregon",alvaro obregon,2.0,3.0,3.0,136.0, nuevo departamento en atlamaya art residence precio en renta con mantenimiento nivel 21 136 4 m2 3 recamaras 2 recamaras principales con vestidor y baño amplio 3era recamara con baño y closet estancia comedor cocina 3 baños y medio cuarto de lavado bodega 2 estacionamientos 
570,"renta de departamento en escandon i seccion, miguel hidalgo id: 50013",13500.0,"martires de la conquista escandon i seccion, miguel hidalgo",miguel hidalgo,0.0,2.0,2.0,113.0, arr id houm 50013 enterate de todos los beneficios al rentar con houm no te pedimos aval asistencia e intermediacion con el propietario firma tu contrato online renta sin burocracia papeleos y mucho mas rapido departamento en renta ubicado en la alcaldia miguel hidalgo colonia escandon i seccion a un minuto de viaducto y 4 minutos de metro patriotismo con una superficie total de 113 m2 ubicacion ideal cercana a puntos importantes de la ciudad principales caracteristicas de la propiedad cocina equipada horno campana cocina empotrada comedor rieles para cortinas luminaria cuarto de lavado conexion para lavadora closets piso de duela laminada documentos para poder rentar con nosotros ine o pasaporte 3 ultimos comprobantes de ingresos y o recibos de nomina buro de credito 6 referencias 3 familiares y 3 no familiares en caso de ser extranjero tambien se necesita visa de residencia temporal o de visitante con permiso para realizar actividades remuneradas si vienes a trabajar en una empresa mexicana se necesita una carta laboral importante se deben demostrar ingresos de 3 veces el valor de la renta en caso de que tus ingresos no lleguen a 3 veces el valor de la renta estos pueden ser la suma de las personas que viviran en la propiedad te invitamos a agendar una visita a esta propiedad esta puede ser presencial o via streaming desde la comodidad de tu hogar comienza una nueva etapa con houm facil rapido contigo arr id hm 50013 
571,precioso departamento en polanco,20000.0,"polanco, miguel hidalgo",miguel hidalgo,1.0,2.0,1.0,83.0, hermoso departamento con una vista increible en polanco v y excelente distribucion 2 recamaras con enormes closets principal con balcon estancia comedor con vista panoramica y balcon baño completo cocina equipada cuarto de servicio con baño area de lavado 1 lugar de estacionamiento 3 piso se aceptan mascotas cuota de mantenimiento 300 areas comunes amenidades servicio de conserjeria elevador lobby 
572,"departamento en renta en pensil, miguel hidalgo, ciudad de mexico",10000.0,"calle de lago ginebra no. 60 depto.115 col. pensil sur c.p. 11450, en la delegacion miguel hidalgo modelo pensil, miguel hidalgo",miguel hidalgo,1.0,2.0,1.0,65.0, departamento excelentemente ubicado en la zona de pensil miguelhidalgo el departamento se encuentra muy bien ubicado el metro san joaquin linea naranja se encuentra a una cuadra a 5 minutos de polanco a sus alrededores se encuentra laplazaantara plaza carso museo soumaya hospital español masaryk ejercito nacional marina nacional las ciclovias se encuentran muy cerca de su ubicacion hay supermercados a sus alrededores al igual que escuelas y hospitales el departamento cuenta con 2 recàmaras sala comedor cocina 1 baño area de lavado 1 cajon de estacionamiento estacionamiento para bicicletas deposito de basura buzon de correo interfon càmaras de vigilancia porton electrico vigilancia 24 horas conjunto con 80 departamentos en las 5 torres donde hay tranquilidad y respeto mutuo el cual se esta semi amueblado para comodidad de extranjeros o de los estados de la republica ponte en contacto para conocerlo 
573,excelente loft en renta amueblado en carso alameda,18500.0,"mexico, cuauhtemoc, avenida juarez 52 centro, cuauhtemoc",cuauhtemoc,0.0,1.0,1.0,70.0, excelente loft en renta amueblado ubicado en carso alameda av juarez 52 col centro mide 70m2 piso 15 1 recamara 1 baño sala comedor cocina integral area de lavanderia sin lugar de estacionamiento espectaculares vistas a la alameda central amenidades gym salon de usos multiples elevador vigilancia las 24hrs a 2 cuadras bellas artes metro metrobus restaurantes centros comerciales etc precio de renta 18 500 00 incluye mantenimiento 
